config,group,n_seeds,ap_mean,ap_median,ap_std,ap_q1,ap_q3,ap_iqr
Tuned,Ensemble,10,0.3711804979629698,0.370593237106437,0.006770072989554353,0.3654190072548845,0.37666952355517225,0.011250516300287727
Tuned,No Ensemble,10,0.3111837596970161,0.3109141432449937,0.006070804347424547,0.30733053610153493,0.31511949473601386,0.007788958634478926
